Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2023-02-10,21.249540328979492,22.061949026226362,20.79587180758367,21.674232509426087,550737000
2023-02-13,21.77216339111328,22.03197463754211,20.94676355983307,21.522345104850437,474919000
2023-02-14,22.954303741455078,23.032246161233104,21.350468919181104,21.562314716019458,675474000
2023-02-15,22.747453689575195,22.83838714884149,22.089932924302804,22.532609812077492,420575000
2023-02-16,21.986005783081055,22.533605827252206,21.911059544234035,22.116909161094686,412026000
2023-02-17,21.372455596923828,21.724199045157942,20.95975566037808,21.615279013967122,465888000
2023-02-21,20.639989852905273,21.478378912723844,20.60301608666739,20.984738441149087,410015000
2023-02-22,20.738914489746094,21.088660470476388,20.406156350642,20.691949673689642,513184000
2023-02-23,23.646799087524414,23.87063720047098,23.008263613547186,23.422962880540098,1117995000
2023-02-24,23.26907730102539,23.456942312433785,22.93032485778731,23.208122712472917,589716000
2023-02-27,23.483917236328125,23.862641462200266,23.43695242089965,23.652795020145348,452994000
2023-02-28,23.199127197265625,23.807685760663798,23.18913423612693,23.355013960296873,455963000
2023-03-01,22.681501388549805,23.239096357522776,22.491638960770075,23.175141794814863,460026000
2023-03-02,23.297056198120117,23.363008218705765,22.415697204297107,22.47165816942774,389415000
2023-03-03,23.872636795043945,23.882629756034426,23.113188913429187,23.303051360323483,412393000
2023-03-06,23.536880493164062,24.230374393263517,23.469927850702934,23.87363543603711,437429000
2023-03-07,23.275028228759766,24.111561896403156,23.228053524175362,23.586854713075457,515154000
2023-03-08,24.167530059814453,24.18652048264274,23.41095176683829,23.47391639904251,513573000
2023-03-09,23.422945022583008,24.44037756116971,23.369973144963918,24.16153175209791,501257000
2023-03-10,22.952205657958984,23.61383749354335,22.71333849181554,23.39595853616444,474866000
2023-03-13,22.953205108642578,23.285020881486766,22.284579093535758,22.739325534084948,421890000
2023-03-14,24.049592971801758,24.205506193309173,23.44692829407391,23.482909441366974,474910000
2023-03-15,24.214502334594727,24.272468678645705,23.346985898676298,23.747761556625974,524486000
2023-03-16,25.52677345275879,25.573746250928988,23.88068960314386,24.01361684591835,583253000
2023-03-17,25.710670471191406,26.38429481125842,25.65370110932452,25.967527280850714,848547000
2023-03-20,25.885570526123047,26.009501993763354,25.11599904163823,25.60072945435553,432747000
2023-03-21,26.184404373168945,26.37729764905775,25.366861180788394,26.16541585752353,547408000
2023-03-22,26.4532527923584,27.573628475745913,26.22238060273508,26.410275577117357,797295000
2023-03-23,27.175853729248047,27.483682727671,26.675133351260797,27.099895850171496,564889000
2023-03-24,26.764080047607422,27.151864370667408,26.34031648260236,27.015940460080916,454920000
2023-03-27,26.516220092773438,26.984958682260853,26.350312203016315,26.82204938050111,361026000
2023-03-28,26.395286560058594,26.49822981819258,25.83559907568031,26.4322666027337,356104000
2023-03-29,26.968963623046875,27.062911108489565,26.582180130791198,26.81005372847901,393694000
2023-03-30,27.36774444580078,27.48368095112292,27.086900852677296,27.213830909681384,364516000
2023-03-31,27.761524200439453,27.818491649318357,27.089897727279443,27.124878074185077,433933000
2023-04-03,27.949419021606445,27.984399368313966,27.320769768409424,27.493673714298545,398716000
2023-04-04,27.437705993652344,27.984402163287612,27.29178741673122,27.950420707010394,368592000
2023-04-05,26.866025924682617,26.982959420738567,26.380296599613906,26.81405484656238,515015000
2023-04-06,27.02193832397461,27.064913636630408,26.412277545393724,26.5691896688251,397654000
2023-04-10,27.563634872436523,27.60561128919327,26.654142030135144,26.808055558243208,395279000
2023-04-11,27.15386390686035,27.774518217664543,27.11088668926275,27.708555003624628,314378000
2023-04-12,26.480241775512695,27.45269933799147,26.433267072387615,27.354754355986497,446259000
2023-04-13,26.44825553894043,26.87201909472008,26.314331325282442,26.719104460353506,353615000
2023-04-14,26.743093490600586,26.868023857547442,26.2053930845093,26.489235274720066,395660000
2023-04-17,26.986957550048828,26.99095503182758,26.41827430530076,26.5502007354296,321471000
2023-04-18,27.651586532592773,28.094340530328527,27.341759767338345,27.517662312507838,604812000
2023-04-19,27.915437698364258,27.98439949827532,27.21682774850781,27.34575558501226,358660000
2023-04-20,27.08890151977539,28.01438627637925,26.984959362580753,27.655585102128896,427713000
2023-04-21,27.103891372680664,27.16785680078231,26.707113183560317,26.936984592085583,345103000
2023-04-24,27.026933670043945,27.350752562317236,26.656140078776733,26.997950498081295,339282000
2023-04-25,26.22637939453125,27.23181943338438,26.210389467742495,27.0629129642478,378527000
2023-04-26,26.940980911254883,27.314773087163047,26.69012130424559,26.98695671600465,406337000
2023-04-27,27.210832595825195,27.479683746081943,26.61016757255102,27.347757311997476,377161000
2023-04-28,27.733543395996094,27.742537254163313,27.0559196624258,27.2098351143714,292216000
2023-05-01,28.893896102905273,29.04181437919155,27.76452638585621,27.824492430280944,570329000
2023-05-02,28.19428253173828,28.819935127499164,28.0673543848906,28.664021902061748,402730000
2023-05-03,27.786510467529297,28.35119621775958,27.45669439964769,27.82448940299966,383387000
2023-05-04,27.546646118164062,27.843479644524994,27.22482499369932,27.635595333538035,321850000
2023-05-05,28.664020538330078,28.738977606465763,27.715549891758478,27.810496273911376,361494000
2023-05-08,29.1347599029541,29.203721709083258,28.334207428076738,28.50611059015405,344979000
2023-05-09,28.555082321166992,28.9568587950906,28.4341513464618,28.882900615046502,314869000
2023-05-10,28.86890983581543,29.096783468898458,28.445146238573628,28.988841922279864,369350000
2023-05-11,28.562076568603516,28.933870951744883,28.23026272032558,28.879900184422446,322149000
2023-05-12,28.3242130279541,28.763968454628774,28.030376178790256,28.513106919804066,274222000
2023-05-15,28.93686866760254,28.952860500862368,28.136316236466875,28.492116893352502,293926000
2023-05-16,29.196725845336914,29.85336134908107,28.81593947434421,28.82493333225044,449405000
2023-05-17,30.16118621826172,30.18217442688432,29.413603764955703,29.56751729485477,432535000
2023-05-18,31.660350799560547,31.810266849120413,30.30310757748379,30.393057588476907,748725000
2023-05-19,31.246580123901367,31.562404038360306,30.898774451103044,31.518427929214972,473908000
2023-05-22,31.158632278442383,31.50244049695019,30.662908312939347,30.88378395738416,372000000
2023-05-23,30.6709041595459,31.270570294857816,30.613936705925717,30.98273062615954,356253000
2023-05-24,30.520986557006836,30.5899483592362,29.789394023344112,30.19316827295175,721419000
2023-05-25,37.958839416503906,39.45800370852652,36.614587547967275,38.50153615820228,1543911000
2023-05-26,38.9243049621582,39.148179210882226,37.52908267088945,37.86889343237657,714397000
2023-05-30,40.08865737915039,41.91463936570676,39.9267488671267,40.572388939857326,923401000
2023-05-31,37.812923431396484,40.27255101704391,37.80092907922199,39.466001365894826,1002580000
2023-06-01,39.74784469604492,40.027687488764876,38.318641040244415,38.46755629420693,635873000
2023-06-02,39.305091857910156,40.47743875285094,39.036240702637585,40.074663373189075,482731000
2023-06-05,39.1491813659668,39.542959083601545,38.685439134018935,38.88732627512417,396094000
2023-06-06,38.63246536254883,39.138183990775154,38.12674673432251,38.80836981480188,388729000
2023-06-07,37.45799255371094,39.48107614939718,37.33904707373161,38.89734153099695,511998000
2023-06-08,38.49253463745117,38.84637419547928,37.487993134625306,37.706891777787796,417772000
2023-06-09,38.752410888671875,39.692982044462646,38.54950387238983,39.019288045180616,427717000
2023-06-12,39.464088439941406,39.51206700150423,38.60048195774429,39.18221868034752,388701000
2023-06-13,41.00339126586914,41.08235780976993,39.7219751154273,40.167771950130565,613208000
2023-06-14,42.97749328613281,42.98049027778788,40.53359911008292,40.805478872135176,740465000
2023-06-15,42.63365173339844,43.26936481890203,42.127880745258615,42.58267617954838,568622000
2023-06-16,42.672630310058594,43.7011627413836,42.64164233222249,43.430285796206434,655709000
2023-06-20,43.78812026977539,43.970040705033966,42.65463596406491,42.978490256967746,451153000
2023-06-21,43.02547073364258,43.59521566012008,42.06091216795214,43.48126514963789,551603000
2023-06-22,43.00547790527344,43.40629310511254,42.21483647434434,42.233825046298016,417737000
2023-06-23,42.189849853515625,42.789576114624246,41.9959376252503,42.44473523032175,358140000
2023-06-26,40.613563537597656,42.74459612983443,40.081803433488034,42.44173221039152,594322000
2023-06-27,41.85700225830078,41.920972400878014,40.429652485248255,40.780491178627045,462175000
2023-06-28,41.09834289550781,41.826013191119394,40.49961568019185,40.64154953656363,582639000
2023-06-29,40.8034782409668,41.581125151511266,40.58157883716756,41.53914438933123,380514000
2023-06-30,42.282806396484375,42.53069498097374,41.48217110907092,41.66109075373004,501148000
2023-07-03,42.39375686645508,42.87853744854529,42.18285405414917,42.49770977670776,198209000
2023-07-05,42.29780578613281,43.15741247576168,42.065908767153076,42.11588532389232,323618000
2023-07-06,42.083900451660156,42.15986618749212,41.32724389814401,41.82501907665081,303582000
2023-07-07,42.48371505737305,43.19439483074113,42.160863552312975,42.3027974197586,355881000
2023-07-10,42.16086196899414,42.79157618385811,41.63010085593259,42.63764672937715,353908000
2023-07-11,42.38576126098633,42.738601759030615,42.04791716091051,42.46172699623317,298244000
2023-07-12,43.882080078125,43.915066050128644,42.7575905421709,43.01347490180477,481277000
2023-07-13,45.95614242553711,46.13405926101677,44.47181552763813,44.49780470812353,478204000
2023-07-14,45.44837188720703,48.066183093973315,45.039557059326,46.56186486459347,772075000
2023-07-17,46.439918518066406,46.47490248554901,45.24146502275779,46.26799948527561,510488000
2023-07-18,47.47245407104492,47.87427213285154,45.71325416375617,46.67981454353207,569164000
2023-07-19,47.055641174316406,47.79630611668105,46.72079407647509,47.44246663237742,427502000
2023-07-20,45.49934387207031,47.06563412307765,45.04155152551877,46.485895491878075,537865000
2023-07-21,44.28889846801758,45.8451951947945,44.07999364154884,45.76722764913427,963769000
2023-07-24,44.59176254272461,45.088538739964385,44.02002341748233,44.710708043184326,382516000
2023-07-25,45.65827560424805,46.16204473559319,44.90261809426386,44.92061148308324,348081000
2023-07-26,45.43138122558594,46.032110332032616,44.60975551348785,46.0001233535435,364237000
2023-07-27,45.87917709350586,47.3734977573488,45.729243622017535,46.49789574001407,455976000
2023-07-28,46.72879409790039,47.005668877147734,46.35996199566977,46.64683056118983,331194000
2023-07-31,46.70779800415039,47.10861703678649,46.48489961174323,46.73278818622704,251055000
2023-08-01,46.485897064208984,46.87872029315751,46.006115325418975,46.43891750620859,237858000
2023-08-02,44.24891662597656,45.81920302566147,43.367316810622704,45.810208237505115,530142000
2023-08-03,44.49480438232422,45.09753146141585,43.780128602049395,43.780128602049395,324176000
2023-08-04,44.65972900390625,45.62129053158006,44.37286046636377,44.96459093054508,362666000
2023-08-07,45.39639663696289,45.5193419368028,44.54278395800057,45.09053569626203,322154000
2023-08-08,44.643741607666016,45.221478538813905,44.036015691879385,44.83265505253908,353843000
2023-08-09,42.53469467163086,44.291896510897445,42.11488323728883,44.253911737744474,586449000
2023-08-10,42.368770599365234,43.55423337804786,41.816020072112345,42.14087339406621,492705000
2023-08-11,40.83646774291992,41.998942220177064,40.62056611691793,41.732061226433224,533085000
2023-08-14,43.733150482177734,43.780130045964164,40.292714362956126,40.4676342143239,690286000
2023-08-15,43.92006301879883,45.24746343263432,43.690167827514635,44.5397844697039,676512000
2023-08-16,43.466270446777344,44.654730173438274,43.3863049125829,44.499801717144706,527451000
2023-08-17,43.32433319091797,44.0420058832226,42.981486518683695,43.950048576466585,452395000
2023-08-18,43.279354095458984,43.55822683605399,41.641097806148274,42.61565390241393,583768000
2023-08-21,46.94569396972656,47.043649088093474,44.20194021923786,44.4738161945168,692573000
2023-08-22,45.647281646728516,48.16513989063479,45.312434537033134,48.113161528574985,755293000
2023-08-23,47.094627380371094,47.17858890848423,45.18749198173924,45.845194431592205,779046000
2023-08-24,47.1416015625,50.24319445193808,47.137605573465706,50.193217898242985,1156044000
2023-08-25,45.99712371826172,47.78331172625779,45.00357139022836,46.99067223332849,925341000
2023-08-28,46.813751220703125,46.95868589539786,44.86763592891526,46.46091072736626,685192000
2023-08-29,48.76186752319336,49.058733661503915,46.36995165063556,46.64482841073173,701397000
2023-08-30,49.24164962768555,49.9043470351674,48.40302956736282,49.02174821811775,735206000
2023-08-31,49.332611083984375,49.72143456445516,48.935791812051576,49.35760126864915,528570000
2023-09-01,48.48699188232422,49.777406562767425,48.120157798970006,49.739425601877976,463830000
2023-09-05,48.525970458984375,48.82883436828192,47.83828293082929,48.20111717331872,382653000
2023-09-06,47.043521881103516,48.53096818528778,46.56270153618876,48.42301040253658,468670000
2023-09-07,46.22383117675781,46.326793571999545,45.13523483656175,45.50809743449282,433330000
2023-09-08,45.555076599121094,46.588693046226524,45.25418967954752,45.92494195463873,473069000
2023-09-11,45.16122817993164,46.145859276102605,44.29554857077695,46.130865455273344,473966000
2023-09-12,44.853336334228516,45.65603954125468,44.514461521168336,44.721385383298234,349256000
2023-09-13,45.46811294555664,45.91294742095513,44.48647528491978,44.583439392798056,398355000
2023-09-14,45.56407928466797,45.96992678735713,45.11424558500878,45.932941774404185,370097000
2023-09-15,43.883697509765625,45.58206401685465,43.79172881004724,45.32416041506124,506831000
2023-09-18,43.94967269897461,44.225571181756216,41.98440317548432,42.73212650169159,500271000
2023-09-19,43.50383758544922,43.949671091546065,42.98602840940491,43.81672106597158,373064000
2023-09-20,42.22331619262695,43.88669985783539,42.20732329224025,43.58381095041621,367108000
2023-09-21,41.001766204833984,42.08436420462982,40.96478119592239,41.567557906272185,450736000
2023-09-22,41.594547271728516,42.09936078991834,41.21568640989041,41.55655937095419,479236000
2023-09-25,42.20631790161133,42.52020045113186,41.16170405570359,41.57555175089589,419091000
2023-09-26,41.89543533325195,42.804098165845645,41.639529882171416,41.9854020636062,402282000
2023-09-27,42.45222854614258,42.85608166795396,41.61354320990464,42.3142831158922,444935000
2023-09-28,43.073001861572266,43.42986775252882,42.0993644815845,42.44423379089924,424663000
2023-09-29,43.48284912109375,44.12761008649057,43.29091906951936,43.81072644813263,397830000
2023-10-02,44.7653694152832,45.15822119722868,43.84471004180952,44.0136459937785,433298000
2023-10-03,43.50083541870117,45.113239102137314,43.22993616372472,44.7913562878214,470850000
2023-10-04,44.02465057373047,44.12661389696753,43.275928083573646,43.725761788112315,361821000
2023-10-05,44.67140579223633,44.883328870438184,43.87170361778556,44.03364221179363,393483000
2023-10-06,45.7450065612793,45.77199696146995,44.00965119259275,44.176588991341895,434436000
2023-10-09,45.25618362426758,45.58806104579634,44.35152097738503,44.82534394927442,409675000
2023-10-10,45.7809944152832,46.24182177038048,45.071258970878525,45.29317665886047,368582000
2023-10-11,46.78861999511719,46.84160171871978,46.032900190504705,46.17884588702422,378137000
2023-10-12,46.92756652832031,47.59132141422763,46.3127970458529,46.75962964777431,481325000
2023-10-13,45.444114685058594,47.098502624368315,45.263182151056284,46.942558517598286,474115000
2023-10-16,46.077884674072266,46.207833655356794,44.89532148876171,45.04626639383732,375099000
2023-10-17,43.92168426513672,44.73738315193545,42.46422548000373,43.98366151728547,812333000
2023-10-18,42.18033218383789,43.20295497748339,41.80947154933942,42.575185981795975,627294000
2023-10-19,42.08536911010742,43.28092416614882,41.866448658188794,42.79510456302502,501233000
2023-10-20,41.37163162231445,42.4542296240792,41.06274445020242,41.87444318164371,477266000
2023-10-23,42.959041595458984,43.23194285243357,40.929796567072074,41.21369151272365,478530000
2023-10-24,43.64678192138672,43.680769690492056,42.67514660989255,43.06100102394639,401463000
2023-10-25,41.76348114013672,43.63378838143873,41.53956531780791,43.38187926803847,398379000
2023-10-26,40.31102752685547,42.24031124000929,39.86519397688078,41.837460992365465,541001000
2023-10-27,40.484962463378906,41.19070160881771,40.00014193239622,41.11472961386122,416784000
2023-10-30,41.145713806152344,41.75048867659289,40.46596602495226,41.07174378820241,388028000
2023-10-31,40.76485824584961,40.863824326852765,39.21543448245249,40.434982749015326,517969000
2023-11-01,42.309288024902344,42.36526699140607,40.85382726924343,40.86882109051677,437593000
2023-11-02,43.489845275878906,43.86770326441367,42.87807302018601,43.31190996998518,409172000
2023-11-03,44.98828887939453,45.292173032715084,43.706763443369326,44.00365403986176,424610000
2023-11-06,45.734012603759766,45.917946208460904,44.882327752320265,45.26818602105663,400733000
2023-11-07,45.93793869018555,46.20083771282599,45.14123373244881,45.7020262562231,343165000
2023-11-08,46.556705474853516,46.84959593349214,45.95092771395189,46.0828786635961,346719000
2023-11-09,46.93256378173828,48.21208717627926,46.732637298021125,47.44937006233144,540496000
2023-11-10,48.31705093383789,48.454001099079974,47.26544343203814,47.482361908114214,421245000
2023-11-13,48.60194396972656,49.09776197733569,48.081137533797566,48.302056136923355,384136000
2023-11-14,49.6375617980957,49.81549711299513,49.021793193021786,49.66155496172665,416954000
2023-11-15,48.86984634399414,49.94144686260012,48.18210210151437,49.91645843410648,475497000
2023-11-16,49.46162796020508,49.50661323492199,48.312057235229624,48.66092667774055,339756000
2023-11-17,49.27969741821289,49.6985405744049,48.98880509199654,49.50561143654388,325205000
2023-11-20,50.390281677246094,50.529230000411275,49.162737038268276,49.29368891174694,414120000
2023-11-21,49.925453186035156,50.498238446028495,49.2037211838221,50.10738480588418,565747000
2023-11-22,48.697906494140625,50.31630467937056,47.672286574064465,49.83348617037129,899420000
2023-11-24,47.758262634277344,48.90283797462597,47.7272721000833,48.45200520901021,294645000
2023-11-27,48.22408676147461,48.51197801787189,47.634305695065535,47.7822495481252,395662000
2023-11-28,47.80324172973633,48.30505803666867,47.455371379985124,48.21808854259049,401491000
2023-11-29,48.122127532958984,48.74389826432213,47.842232702522104,48.36104103175138,382005000
2023-11-30,46.752628326416016,48.09213075271721,46.40475801374823,48.006160347360236,526247000
2023-12-01,46.74762725830078,47.18246703849671,46.1698428568073,46.50771854826731,369317000
2023-12-04,45.493099212646484,46.0598900122913,44.99328487634139,46.0598900122913,437543000
2023-12-05,46.55280303955078,46.58678998545578,45.25816811641427,45.453112539750435,371718000
2023-12-06,45.4901008605957,47.37356953938658,45.39912705049496,47.20161740676732,380590000
2023-12-07,46.58279037475586,46.61578196479854,45.591071034121136,45.687044488636715,350823000
2023-12-08,47.49253463745117,47.727468635368496,46.536804340424034,46.58179356796495,359224000
2023-12-11,46.61378479003906,47.517527924857966,45.817013589035405,47.47754215922328,509728000
2023-12-12,47.643489837646484,47.65248615714668,46.032946525477605,46.032946525477605,372387000
2023-12-13,48.074371337890625,48.58022843747808,47.59450784522985,47.61550180152845,447792000
2023-12-14,48.33629608154297,48.656205088433744,47.408561487006175,48.37628566080836,391232000
2023-12-15,48.87614440917969,49.38999868524406,48.10636216253151,48.180342503489584,479948000
2023-12-18,50.06280517578125,50.41870325962806,49.136069797992675,49.38599893467907,412587000
2023-12-19,49.58993911743164,49.685912576034035,48.881140459884094,49.40998983595613,464444000
2023-12-20,48.09735870361328,49.98482386963059,48.084361901480875,49.64091963761884,397894000
2023-12-21,48.97611618041992,49.08108596207473,48.40527506263609,48.79716606109675,300425000
2023-12-22,48.816162109375,49.36900296425664,48.45326221692039,49.18105652303888,252507000
2023-12-26,49.26502990722656,49.58593805712997,48.94612009204946,48.95411724457058,244200000
2023-12-27,49.40298843383789,49.66591435262688,49.07108183480036,49.49696355119108,233648000
2023-12-28,49.507965087890625,49.869862010873014,49.397995651127005,49.628932993777084,246587000
2023-12-29,49.507965087890625,49.982832763586586,48.737183676716924,49.798882986145436,389293000
2024-01-02,48.15434646606445,49.281025929370266,47.58151083051483,49.23004169676173,411254000
2024-01-03,47.55551528930664,48.17033881225813,47.30658532716137,47.4715394679009,320896000
2024-01-04,47.984397888183594,48.48625451702809,47.494535082082315,47.753460549538744,306535000
2024-01-05,49.08308029174805,49.53295347185659,48.29230418752573,48.44826200298403,415039000
2024-01-08,52.23818588256836,52.2601828190254,49.46497398392272,49.49796557499239,642510000
2024-01-09,53.12493896484375,54.30960449650358,51.67534914710015,52.38614999154251,773100000
2024-01-10,54.334590911865234,54.584520039911745,53.473834933855194,53.600801646197304,533796000
2024-01-11,54.806461334228516,55.33031490047268,53.544821777629075,54.983413122715525,596759000
2024-01-12,54.694488525390625,54.9544169497117,54.31459900309948,54.60451388829729,352994000
2024-01-16,56.36602020263672,56.81889092877514,54.88444178651728,55.0024083735072,449580000
2024-01-17,56.037113189697266,56.45499397545113,54.7244856339136,56.33102857407022,474394000
2024-01-18,57.090816497802734,57.58367683091034,56.09109985967154,57.24377302140108,491650000
2024-01-19,59.47414016723633,59.48313648762257,57.20877974353174,57.97256314934655,543501000
2024-01-22,59.63709259033203,60.31390267208267,59.053258469820804,60.03198109970271,452955000
2024-01-23,59.85603332519531,59.89302158867447,58.568396325749006,59.553117790794914,294654000
2024-01-24,61.344608306884766,62.83118637351858,59.92101211022401,60.286909507412325,560271000
2024-01-25,61.59953308105469,62.701221870372564,60.83274840897568,62.33232318139365,482777000
2024-01-26,61.013702392578125,61.765491995354566,60.555835817733005,60.942723367823895,390309000
2024-01-29,62.44729232788086,62.471283785257334,60.889735338260934,61.21464015508592,348733000
2024-01-30,62.756202697753906,63.475000640687924,62.242348470682806,62.882170242946835,410735000
2024-01-31,61.50956344604492,62.25135374014952,60.68279815652496,61.4225863021423,453795000
2024-02-01,63.00913619995117,63.17309118059886,61.63252759196923,62.08239699411671,369146000
2024-02-02,66.14125061035156,66.58112070584232,63.67194569783066,63.95586559465222,476578000
2024-02-05,69.3123550415039,69.47730920290685,67.1859588396486,68.20566645977358,680078000
2024-02-06,68.20366668701172,69.7342310660323,66.28121510060156,69.61026565572277,683111000
2024-02-07,70.0791244506836,70.20009234122578,67.58083242173012,68.29963033929545,495575000
2024-02-08,69.62125396728516,70.77392694243356,69.43530969256643,70.05412985913416,414422000
2024-02-09,72.11256408691406,72.16454367786442,70.19210316169159,70.5130113509279,436637000
2024-02-12,72.22752380371094,74.58985301987923,71.2298055691369,72.57942141236886,613710000
2024-02-13,72.10755920410156,73.42918318120587,69.60027429759032,70.38005204606957,602580000
2024-02-14,73.87906646728516,74.21496981774756,71.91762429392091,73.18126615558889,504917000
2024-02-15,72.63739776611328,73.95402572408746,72.37947530532118,73.8480605966985,420122000
2024-02-16,72.59241485595703,74.38090918024592,72.4804470935105,74.07899283769257,495327000
2024-02-20,69.43231201171875,71.93559986530343,67.71479679116719,71.92659973225437,704833000
2024-02-21,67.452880859375,68.86847997939597,66.22922867549799,67.98672612499482,690298000
2024-02-22,78.5157470703125,78.55273152131424,74.19896984840972,75.00374204443924,865100000
2024-02-23,78.7946548461914,82.37063653230604,77.54800675290157,80.7670950265876,829388000
2024-02-26,79.06958770751953,80.62314814859076,78.48274845329479,79.67740947783957,503973000
2024-02-27,78.6786880493164,79.45747419233632,77.1401304524677,79.35849560363468,391705000
2024-02-28,77.6409912109375,78.91062791882912,77.10314167422683,77.59800412996552,393110000
2024-02-29,79.0895767211914,79.96732622132019,78.32779165828474,79.07158408060953,507289000
2024-03-01,82.25567626953125,82.27667403889559,79.41248066903071,79.97732295310118,479135000
2024-03-04,85.21283721923828,87.67014062841129,83.69526978721244,84.1061487649486,615616000
2024-03-05,85.94366455078125,86.07663632751537,83.3972699001233,85.24982845264307,520639000
2024-03-06,88.67901611328125,89.70277597405403,87.00941296076404,88.00118270950952,582520000
2024-03-07,92.64707946777344,92.74505586042167,89.58080357117521,90.13667181489903,608119000
2024-03-08,87.5073013305664,97.37696845591753,86.48553983918421,95.11550233441162,1142269000
2024-03-11,85.75370788574219,88.77598763810909,84.14608663109752,86.40855169186541,678364000
2024-03-12,91.89126586914062,91.93825182530047,86.12962825022079,88.02818123787033,668075000
2024-03-13,90.86650085449219,91.48235245425685,88.41407818473327,91.03346116743805,635713000
2024-03-14,87.9231948852539,90.62455913756881,86.57951107256054,89.55581179224637,602318000
2024-03-15,87.81622314453125,89.5248185728374,86.23660263652593,86.90943998318495,642086000
2024-03-18,88.43407440185547,92.38313682655732,87.0643957820598,90.36661573398221,668976000
2024-03-19,89.37686157226562,90.52258665813423,84.98989876877435,86.67949392679418,672171000
2024-03-20,90.35062408447266,90.3886171092284,88.20213035729925,89.77575552459182,479063000
2024-03-21,91.41336822509766,92.6260863495621,90.38361309634699,92.27816909757175,480372000
2024-03-22,94.2667007446289,94.755583502478,90.81251607175788,91.1194426685234,586719000
2024-03-25,94.97952270507812,96.74310530536229,93.48787892632636,93.91877671343534,552136000
2024-03-26,92.53910064697266,96.35220139167362,92.48011649573958,95.82832327516131,513648000
2024-03-27,90.22865295410156,93.21794358660645,89.10192062444933,93.08997551030853,586067000
2024-03-28,90.33462524414062,91.2784021447898,89.17189838767457,89.97870666416057,435212000
2024-04-01,90.34162139892578,92.20318040940828,89.18289900570285,90.27764117725565,452441000
2024-04-02,89.43083953857422,90.07268593569079,87.59927224925994,88.42707164960063,433064000
2024-04-03,88.94295501708984,90.3526251834598,88.37909305261387,88.46307281870986,370067000
2024-04-04,85.88467407226562,90.61255911907426,85.85967846162676,90.38460860825877,434965000
2024-04-05,87.9871826171875,88.46007028939938,85.9056744370297,86.84544686844104,399678000
2024-04-08,87.11238861083984,88.80898571750684,86.71148250630124,88.67901159229113,283220000
2024-04-09,85.33380126953125,87.61426743619066,83.00235992295175,87.42131230729075,503547000
2024-04-10,87.0184097290039,87.37932438444192,83.68919571165225,83.90614724164408,431929000
2024-04-11,90.59456634521484,90.7175383536998,86.90544422861728,87.39932306358762,431637000
2024-04-12,88.1651382446289,90.15367382456054,87.50929517888258,89.67778086066095,426805000
2024-04-15,85.98065185546875,90.59156018104089,85.90867029394323,89.07691923599808,443077000
2024-04-16,87.39432525634766,88.09715428207583,86.04364687363933,86.41255526417733,370453000
